stem,stratum,in_wordnet,wordnet_pos,forms,n_forms,stem_intake
respawnable,not-in-wn,False,,respawnabler respawnablest,2,
respirable,not-in-wn,False,,respirabler respirablest,2,twl_scrabble_dictionary
respirative,not-in-wn,False,,respirativer respirativest,2,
resplendent,wn-adj,True,s,resplendenter resplendentest,2,twl_scrabble_dictionary
responsible,wn-adj,True,as,responsiblest,1,twl_scrabble_dictionary
responsibleness,wn-other,True,n,responsiblenesser responsiblenessest,2,twl_scrabble_dictionary
responsive,wn-adj,True,as,responsivest,1,twl_scrabble_dictionary
restable,not-in-wn,False,,restablest,1,twl_scrabble_dictionary
restive,wn-adj,True,s,restiver restivest,2,twl_scrabble_dictionary
restless,wn-adj,True,as,restlesser restlessest,2,twl_scrabble_dictionary
restress,not-in-wn,False,,restresser,1,twl_scrabble_dictionary
restudy,not-in-wn,False,,restudier restudiest,2,twl_scrabble_dictionary
resubdue,not-in-wn,False,,resubdueest,1,
resultful,not-in-wn,False,,resultfuler resultfulest,2,twl_scrabble_dictionary
resumable,not-in-wn,False,,resumabler resumablest,2,twl_scrabble_dictionary
resurgent,wn-adj,True,s,resurgenter resurgentest,2,twl_scrabble_dictionary
resurrectional,not-in-wn,False,,resurrectionaler resurrectionalest,2,twl_scrabble_dictionary
retable,not-in-wn,False,,retablest,1,twl_scrabble_dictionary
retellable,not-in-wn,False,,retellabler retellablest,2,
retestable,not-in-wn,False,,retestabler retestablest,2,
reticular,wn-adj,True,a,reticularer reticularest,2,twl_scrabble_dictionary
retinopetal,not-in-wn,False,,retinopetaler retinopetalest,2,
retirable,not-in-wn,False,,retirabler retirablest,2,
retirant,not-in-wn,False,,retiranter retirantest,2,twl_scrabble_dictionary
retractable,wn-adj,True,s,retractabler retractablest,2,twl_scrabble_dictionary
retral,wn-adj,True,s,retraller retrallest,2,twl_scrabble_dictionary
retreadable,not-in-wn,False,,retreadabler retreadablest,2,
retriable,not-in-wn,False,,retriabler retriablest,2,
retributory,wn-adj,True,s,retributorier retributoriest,2,twl_scrabble_dictionary
retrodictable,not-in-wn,False,,retrodictabler retrodictablest,2,
retroflexible,not-in-wn,False,,retroflexibler retroflexiblest,2,
retrophrenic,not-in-wn,False,,retrophrenicer retrophrenicest,2,
retroprostatic,not-in-wn,False,,retroprostaticer retroprostaticest,2,
retroprosthetic,not-in-wn,False,,retroprostheticer retroprostheticest,2,
retropyloric,not-in-wn,False,,retropyloricer retropyloricest,2,
retropyramidal,not-in-wn,False,,retropyramidaler retropyramidalest,2,
retrorse,wn-adj,True,a,retrorser retrorsest,2,twl_scrabble_dictionary
retrosacral,not-in-wn,False,,retrosacraler retrosacralest,2,
retroscapular,not-in-wn,False,,retroscapularer retroscapularest,2,
retrosellar,not-in-wn,False,,retrosellarer retrosellarest,2,
retrosplenial,not-in-wn,False,,retrosplenialer retrosplenialest,2,
retrosternal,not-in-wn,False,,retrosternaler retrosternalest,2,
retrosynthetic,not-in-wn,False,,retrosyntheticer retrosyntheticest,2,
retrothalamic,not-in-wn,False,,retrothalamicer retrothalamicest,2,
retrothyroid,not-in-wn,False,,retrothyroider retrothyroidest,2,
retrotransposable,not-in-wn,False,,retrotransposabler retrotransposablest,2,
retrotrigeminal,not-in-wn,False,,retrotrigeminaler retrotrigeminalest,2,
retrovaginal,not-in-wn,False,,retrovaginaler retrovaginalest,2,
retroventral,not-in-wn,False,,retroventraller retroventrallest,2,
retrovesical,not-in-wn,False,,retrovesicaler retrovesicalest,2,
retroviral,not-in-wn,False,,retroviraler retroviralest,2,twl_scrabble_dictionary
retrusive,not-in-wn,False,,retrusiver retrusivest,2,
retryable,not-in-wn,False,,retryabler retryablest,2,
returnable,wn-adj,True,a,returnabler,1,twl_scrabble_dictionary
revenual,not-in-wn,False,,revenualer revenualest,2,twl_scrabble_dictionary
reverbatory,not-in-wn,False,,reverbatorier reverbatoriest,2,
reversible,wn-adj,True,ans,reversiblest,1,twl_scrabble_dictionary
reversionary,wn-adj,True,a,reversionarier reversionariest,2,twl_scrabble_dictionary
reversive,wn-adj,True,s,reversiver reversivest,2,
revertible,wn-adj,True,s,revertibler revertiblest,2,twl_scrabble_dictionary
revibrate,not-in-wn,False,,revibrater,1,twl_scrabble_dictionary
revictual,not-in-wn,False,,revictualer revictualest,2,twl_scrabble_dictionary
revisable,not-in-wn,False,,revisabler revisablest,2,twl_scrabble_dictionary
revisionable,not-in-wn,False,,revisionabler revisionablest,2,
revisory,not-in-wn,False,,revisorier revisoriest,2,twl_scrabble_dictionary
revivable,not-in-wn,False,,revivabler revivablest,2,twl_scrabble_dictionary
revolvable,not-in-wn,False,,revolvabler revolvablest,2,twl_scrabble_dictionary
rewallpaper,not-in-wn,False,,rewallpaperer,1,
reworkable,not-in-wn,False,,reworkabler reworkablest,2,
rhabdomal,not-in-wn,False,,rhabdomaller rhabdomallest,2,twl_scrabble_dictionary
rhachitic,not-in-wn,False,,rhachiticer rhachiticest,2,
rhagadic,not-in-wn,False,,rhagadicer rhagadicest,2,
rhamnonic,not-in-wn,False,,rhamnonicer rhamnonicest,2,
rhamphastid,not-in-wn,False,,rhamphastider rhamphastidest,2,
rhizoid,wn-other,True,n,rhizoider rhizoidest,2,twl_scrabble_dictionary
rhombohedric,not-in-wn,False,,rhombohedricer rhombohedricest,2,
rhomboidic,not-in-wn,False,,rhomboidicer rhomboidicest,2,
rhopalial,not-in-wn,False,,rhopalialer rhopalialest,2,
rhotic,not-in-wn,False,,rhoticer rhoticest,2,twl_scrabble_dictionary
rhymable,not-in-wn,False,,rhymabler rhymablest,2,
rhymeable,not-in-wn,False,,rhymeabler rhymeablest,2,
rhynchocephalous,not-in-wn,False,,rhynchocephalouser rhynchocephalousest,2,
ribless,wn-adj,True,a,riblesser riblessest,2,twl_scrabble_dictionary
ricketty,not-in-wn,False,,rickettier rickettiest,2,
rictal,not-in-wn,False,,rictaler rictalest,2,twl_scrabble_dictionary
ridable,not-in-wn,False,,ridabler ridablest,2,twl_scrabble_dictionary
rideable,not-in-wn,False,,rideabler rideablest,2,twl_scrabble_dictionary
rigid,wn-adj,True,as,rigider rigidest,2,twl_scrabble_dictionary
rimless,wn-adj,True,a,rimlesser rimlessest,2,twl_scrabble_dictionary
rimous,not-in-wn,False,,rimouser rimousest,2,twl_scrabble_dictionary
rimward,not-in-wn,False,,rimwarder rimwardest,2,
rindless,not-in-wn,False,,rindlesser rindlessest,2,twl_scrabble_dictionary
ringable,not-in-wn,False,,ringabler ringablest,2,
rinsable,not-in-wn,False,,rinsabler rinsablest,2,twl_scrabble_dictionary
riotous,wn-adj,True,s,riotouser riotousest,2,twl_scrabble_dictionary
riparious,not-in-wn,False,,ripariouser ripariousest,2,
rippable,not-in-wn,False,,rippabler rippablest,2,twl_scrabble_dictionary
riverless,not-in-wn,False,,riverlesser riverlessest,2,twl_scrabble_dictionary
roadable,not-in-wn,False,,roadabler roadablest,2,
roadworthy,not-in-wn,False,,roadworthier roadworthiest,2,twl_scrabble_dictionary
roborant,not-in-wn,False,,roboranter roborantest,2,twl_scrabble_dictionary
robustious,wn-adj,True,s,robustiouser robustiousest,2,twl_scrabble_dictionary
rockfish,wn-other,True,n,rockfisher,1,twl_scrabble_dictionary
rocklike,wn-adj,True,s,rockliker rocklikest,2,twl_scrabble_dictionary
roguish,wn-adj,True,s,roguisher roguishest,2,twl_scrabble_dictionary
roisterous,not-in-wn,False,,roisterouser roisterousest,2,twl_scrabble_dictionary
roothold,not-in-wn,False,,rootholder,1,twl_scrabble_dictionary
rootless,wn-adj,True,sv,rootlesser rootlessest,2,twl_scrabble_dictionary
rootlike,not-in-wn,False,,rootliker rootlikest,2,twl_scrabble_dictionary
rorulent,not-in-wn,False,,rorulenter rorulentest,2,
roseolous,not-in-wn,False,,roseolouser roseolousest,2,
rosinous,not-in-wn,False,,rosinouser rosinousest,2,twl_scrabble_dictionary
rostellar,not-in-wn,False,,rostellarer rostellarest,2,twl_scrabble_dictionary
rostral,not-in-wn,False,,rostraller rostrallest,2,twl_scrabble_dictionary
rostriferous,not-in-wn,False,,rostriferouser rostriferousest,2,
rostrulate,not-in-wn,False,,rostrulater rostrulatest,2,
rosulate,not-in-wn,False,,rosulater rosulatest,2,twl_scrabble_dictionary
rotable,not-in-wn,False,,rotabler rotablest,2,
rotaceous,not-in-wn,False,,rotaceouser rotaceousest,2,
roundfish,not-in-wn,False,,roundfisher,1,
roundish,wn-adj,True,s,roundisher roundishest,2,twl_scrabble_dictionary
routable,not-in-wn,False,,routabler routablest,2,
routinized,not-in-wn,False,,routinizeder routinizedest,2,twl_scrabble_dictionary
rowable,not-in-wn,False,,rowabler rowablest,2,twl_scrabble_dictionary
rubeolous,not-in-wn,False,,rubeolouser rubeolousest,2,
rubescent,not-in-wn,False,,rubescenter rubescentest,2,twl_scrabble_dictionary
rubious,not-in-wn,False,,rubiouser rubiousest,2,twl_scrabble_dictionary
rubrical,not-in-wn,False,,rubricaler rubricalest,2,twl_scrabble_dictionary
rubylike,not-in-wn,False,,rubyliker,1,twl_scrabble_dictionary
ructious,not-in-wn,False,,ructiouser ructiousest,2,twl_scrabble_dictionary
rudest,wn-adj,True,as,rudester,1,twl_scrabble_dictionary
rueful,wn-adj,True,s,ruefuler,1,twl_scrabble_dictionary
ruglike,not-in-wn,False,,rugliker ruglikest,2,twl_scrabble_dictionary
rugous,not-in-wn,False,,rugouser rugousest,2,twl_scrabble_dictionary
rugulose,not-in-wn,False,,ruguloser rugulosest,2,twl_scrabble_dictionary
ruinable,not-in-wn,False,,ruinabler ruinablest,2,twl_scrabble_dictionary
rulable,not-in-wn,False,,rulabler rulablest,2,twl_scrabble_dictionary
ruleable,not-in-wn,False,,ruleabler ruleablest,2,
rumbustious,wn-adj,True,s,rumbustiouser rumbustiousest,2,twl_scrabble_dictionary
runless,not-in-wn,False,,runlesser runlessest,2,twl_scrabble_dictionary
rupestral,wn-adj,True,a,rupestraller rupestrallest,2,
rupiculous,not-in-wn,False,,rupiculouser rupiculousest,2,
ruptible,not-in-wn,False,,ruptibler ruptiblest,2,
ruptive,not-in-wn,False,,ruptiver ruptivest,2,
rural,wn-adj,True,a,ruraller rurallest,2,twl_scrabble_dictionary
rurban,not-in-wn,False,,rurbaner rurbanest,2,twl_scrabble_dictionary
rustable,not-in-wn,False,,rustabler rustablest,2,twl_scrabble_dictionary
rustical,not-in-wn,False,,rusticaler rusticalest,2,twl_scrabble_dictionary
ruthful,wn-adj,True,s,ruthfuller ruthfullest,2,twl_scrabble_dictionary
saberlike,not-in-wn,False,,saberliker saberlikest,2,twl_scrabble_dictionary
sabinic,not-in-wn,False,,sabinicer sabinicest,2,
sablefish,not-in-wn,False,,sablefisher,1,twl_scrabble_dictionary
sabotageable,not-in-wn,False,,sabotageabler sabotageablest,2,
sabulicolous,not-in-wn,False,,sabulicolouser sabulicolousest,2,
sabulous,not-in-wn,False,,sabulouser sabulousest,2,twl_scrabble_dictionary
saccharidic,not-in-wn,False,,saccharidicer saccharidicest,2,
saccharifiable,not-in-wn,False,,saccharifiabler saccharifiablest,2,
saccharimetric,not-in-wn,False,,saccharimetricer saccharimetricest,2,
saccharinous,not-in-wn,False,,saccharinouser saccharinousest,2,
saccharoceptive,not-in-wn,False,,saccharoceptiver saccharoceptivest,2,
saccharogenic,not-in-wn,False,,saccharogenicer saccharogenicest,2,
saccharoidal,not-in-wn,False,,saccharoidaler saccharoidalest,2,twl_scrabble_dictionary
saccharolytic,not-in-wn,False,,saccharolyticer saccharolyticest,2,
saccharometric,not-in-wn,False,,saccharometricer saccharometricest,2,
saccharomycetous,not-in-wn,False,,saccharomycetouser saccharomycetousest,2,
saccharophagus,not-in-wn,False,,saccharophaguser saccharophagusest,2,
saccharous,not-in-wn,False,,saccharouser saccharousest,2,
saccholactic,not-in-wn,False,,saccholacticer saccholacticest,2,
sacciferous,not-in-wn,False,,sacciferouser sacciferousest,2,
saccoid,not-in-wn,False,,saccoider saccoidest,2,
sackful,wn-other,True,n,sackfuller sackfullest,2,twl_scrabble_dictionary
saclike,wn-adj,True,s,sacliker saclikest,2,twl_scrabble_dictionary
sagebrushy,not-in-wn,False,,sagebrushier sagebrushiest,2,
sailable,not-in-wn,False,,sailabler sailablest,2,twl_scrabble_dictionary
saildrive,not-in-wn,False,,saildriver,1,
sailworthy,not-in-wn,False,,sailworthier sailworthiest,2,
salable,wn-adj,True,a,salabler salablest,2,twl_scrabble_dictionary
salamanderfish,not-in-wn,False,,salamanderfisher,1,
saleable,wn-adj,True,a,saleabler saleablest,2,twl_scrabble_dictionary
sallowish,not-in-wn,False,,sallowisher sallowishest,2,twl_scrabble_dictionary
salmi,wn-other,True,n,salmiest,1,twl_scrabble_dictionary
salpingeal,not-in-wn,False,,salpingealer salpingealest,2,
saltable,not-in-wn,False,,saltabler saltablest,2,
saltpetrous,not-in-wn,False,,saltpetrouser saltpetrousest,2,
salubrious,wn-adj,True,s,salubriouser salubriousest,2,twl_scrabble_dictionary
saluretic,not-in-wn,False,,salureticer salureticest,2,twl_scrabble_dictionary
salutary,wn-adj,True,s,salutarier salutariest,2,twl_scrabble_dictionary
salutatory,wn-other,True,n,salutatorier salutatoriest,2,twl_scrabble_dictionary
salutiferous,not-in-wn,False,,salutiferouser salutiferousest,2,twl_scrabble_dictionary
salvable,not-in-wn,False,,salvabler salvablest,2,twl_scrabble_dictionary
sanctimonious,wn-adj,True,s,sanctimoniouser sanctimoniousest,2,
sanctionable,not-in-wn,False,,sanctionabler sanctionablest,2,
sanguinary,wn-adj,True,s,sanguinarier sanguinariest,2,
sanguineous,wn-adj,True,s,sanguineouser sanguineousest,2,
sanguinivorous,not-in-wn,False,,sanguinivorouser sanguinivorousest,2,
sanguivorous,not-in-wn,False,,sanguivorouser sanguivorousest,2,
sanious,wn-adj,True,a,saniouser saniousest,2,twl_scrabble_dictionary
sansculottic,not-in-wn,False,,sansculotticer sansculotticest,2,twl_scrabble_dictionary
sansculottish,not-in-wn,False,,sansculottisher sansculottishest,2,twl_scrabble_dictionary
sapajous,not-in-wn,False,,sapajouser,1,twl_scrabble_dictionary
saphenous,not-in-wn,False,,saphenouser saphenousest,2,twl_scrabble_dictionary
sapid,wn-adj,True,s,sapider sapidest,2,twl_scrabble_dictionary
saponaceous,wn-adj,True,a,saponaceouser saponaceousest,2,twl_scrabble_dictionary
saponifiable,not-in-wn,False,,saponifiabler,1,twl_scrabble_dictionary
saporous,wn-adj,True,s,saporouser saporousest,2,twl_scrabble_dictionary
sarcoid,wn-adj,True,a,sarcoider sarcoidest,2,twl_scrabble_dictionary
sarcophilous,not-in-wn,False,,sarcophilouser sarcophilousest,2,
sarcosinemic,not-in-wn,False,,sarcosinemicer sarcosinemicest,2,
sarcotic,not-in-wn,False,,sarcoticer sarcoticest,2,
sarcous,not-in-wn,False,,sarcouser sarcousest,2,twl_scrabble_dictionary
sargassaceous,not-in-wn,False,,sargassaceouser sargassaceousest,2,
sarkiest,not-in-wn,False,,sarkiester,1,twl_scrabble_dictionary
sartorial,wn-adj,True,a,sartorialer sartorialest,2,twl_scrabble_dictionary
sashless,not-in-wn,False,,sashlesser sashlessest,2,twl_scrabble_dictionary
satisfactory,wn-adj,True,as,satisfactorier satisfactoriest,2,twl_scrabble_dictionary
saturable,not-in-wn,False,,saturabler saturablest,2,twl_scrabble_dictionary
satyrlike,not-in-wn,False,,satyrliker satyrlikest,2,twl_scrabble_dictionary
savable,not-in-wn,False,,savabler savablest,2,twl_scrabble_dictionary
saveable,not-in-wn,False,,saveabler saveablest,2,twl_scrabble_dictionary
savorous,not-in-wn,False,,savorouser savorousest,2,twl_scrabble_dictionary
sawable,not-in-wn,False,,sawabler sawablest,2,
saxhorn,wn-other,True,n,saxhorner,1,twl_scrabble_dictionary
saxicolous,wn-adj,True,a,saxicolousest,1,twl_scrabble_dictionary
saxifragous,not-in-wn,False,,saxifragouser saxifragousest,2,
sayable,not-in-wn,False,,sayabler sayablest,2,twl_scrabble_dictionary
scabrous,wn-adj,True,s,scabrouser scabrousest,2,twl_scrabble_dictionary
scalable,wn-adj,True,a,scalabler scalablest,2,twl_scrabble_dictionary
scalelike,wn-adj,True,s,scaleliker scalelikest,2,twl_scrabble_dictionary
scarehead,not-in-wn,False,,scareheader scareheadest,2,twl_scrabble_dictionary
scarlatinous,not-in-wn,False,,scarlatinousest,1,
scathing,wn-adj,True,s,scathinger scathingest,2,twl_scrabble_dictionary
scenic,wn-adj,True,as,scenicer scenicest,2,twl_scrabble_dictionary
schistoid,not-in-wn,False,,schistoider schistoidest,2,
schmoos,not-in-wn,False,,schmooser,1,twl_scrabble_dictionary
scholarly,wn-adj,True,a,scholarlier scholarliest,2,twl_scrabble_dictionary
scintillate,wn-other,True,v,scintillater scintillatest,2,twl_scrabble_dictionary
scombroid,wn-other,True,n,scombroider scombroidest,2,twl_scrabble_dictionary
scoopable,not-in-wn,False,,scoopabler scoopablest,2,twl_scrabble_dictionary
scoreboard,wn-other,True,n,scoreboarder,1,twl_scrabble_dictionary
scrabble,wn-other,True,nv,scrabblest,1,twl_scrabble_dictionary
screamable,not-in-wn,False,,screamabler screamablest,2,
screenable,not-in-wn,False,,screenabler screenablest,2,twl_scrabble_dictionary
screwable,not-in-wn,False,,screwabler screwablest,2,twl_scrabble_dictionary
screwless,not-in-wn,False,,screwlesser screwlessest,2,
scribable,not-in-wn,False,,scribabler scribablest,2,authoritative_extracts
scrive,not-in-wn,False,,scrivest,1,twl_scrabble_dictionary
scrobble,not-in-wn,False,,scrobblest,1,
scrouge,not-in-wn,False,,scrouger,1,twl_scrabble_dictionary
scrubbable,not-in-wn,False,,scrubbabler scrubbablest,2,twl_scrabble_dictionary
scumlike,not-in-wn,False,,scumliker scumlikest,2,twl_scrabble_dictionary
scutellar,not-in-wn,False,,scutellarer scutellarest,2,twl_scrabble_dictionary
scyphoid,not-in-wn,False,,scyphoider scyphoidest,2,
seaborn,not-in-wn,False,,seaborner seabornest,2,
sealable,not-in-wn,False,,sealabler sealablest,2,twl_scrabble_dictionary
seamless,wn-adj,True,as,seamlesser seamlessest,2,twl_scrabble_dictionary
secern,wn-other,True,v,secerner secernest,2,twl_scrabble_dictionary
sectoral,not-in-wn,False,,sectoraler sectoralest,2,twl_scrabble_dictionary
sectorial,wn-adj,True,a,sectorialer sectorialest,2,twl_scrabble_dictionary
secular,wn-adj,True,ans,secularer secularest,2,twl_scrabble_dictionary
secularistic,not-in-wn,False,,secularisticer secularisticest,2,twl_scrabble_dictionary
secund,not-in-wn,False,,secundest,1,twl_scrabble_dictionary
securable,not-in-wn,False,,securabler securablest,2,twl_scrabble_dictionary
securitizable,not-in-wn,False,,securitizabler securitizablest,2,
sedentary,wn-adj,True,s,sedentarier sedentariest,2,twl_scrabble_dictionary
sedimentable,not-in-wn,False,,sedimentabler sedimentablest,2,twl_scrabble_dictionary
seditional,not-in-wn,False,,seditionaler seditionalest,2,
seditious,wn-adj,True,s,seditiouser seditiousest,2,twl_scrabble_dictionary
seeable,wn-adj,True,a,seeabler seeablest,2,twl_scrabble_dictionary
seemable,not-in-wn,False,,seemabler seemablest,2,
segetal,not-in-wn,False,,segetaler segetalest,2,twl_scrabble_dictionary
segmentable,not-in-wn,False,,segmentabler segmentablest,2,
segmental,wn-adj,True,s,segmentalest,1,twl_scrabble_dictionary
seizable,not-in-wn,False,,seizabler seizablest,2,twl_scrabble_dictionary
selachian,wn-other,True,n,selachianer selachianest,2,twl_scrabble_dictionary
selcall,not-in-wn,False,,selcaller,1,
selectable,not-in-wn,False,,selectabler selectablest,2,twl_scrabble_dictionary
selectional,not-in-wn,False,,selectionaler selectionalest,2,
selective,wn-adj,True,s,selectivest,1,twl_scrabble_dictionary
selenic,not-in-wn,False,,selenicer selenicest,2,twl_scrabble_dictionary
seleniferous,not-in-wn,False,,seleniferouser seleniferousest,2,twl_scrabble_dictionary
selenious,not-in-wn,False,,seleniouser seleniousest,2,twl_scrabble_dictionary
selenocyanic,not-in-wn,False,,selenocyanicer,1,
selfheal,not-in-wn,False,,selfhealer,1,twl_scrabble_dictionary
sellable,wn-adj,True,s,sellabler sellablest,2,twl_scrabble_dictionary
semaphore,wn-other,True,nv,semaphorer semaphorest,2,twl_scrabble_dictionary
semifree,not-in-wn,False,,semifreeer semifreeest,2,
semiherbaceous,not-in-wn,False,,semiherbaceouser semiherbaceousest,2,
semihourly,not-in-wn,False,,semihourlier semihourliest,2,
semilanceolate,not-in-wn,False,,semilanceolater semilanceolatest,2,
semilethal,not-in-wn,False,,semilethaler semilethalest,2,twl_scrabble_dictionary
semilocal,not-in-wn,False,,semilocaler semilocalest,2,
semilustrous,not-in-wn,False,,semilustrouser semilustrousest,2,twl_scrabble_dictionary
semiparasitic,wn-adj,True,a,semiparasiticest,1,twl_scrabble_dictionary
semipermeable,wn-adj,True,s,semipermeabler semipermeablest,2,twl_scrabble_dictionary
semipermissive,not-in-wn,False,,semipermissiver semipermissivest,2,
semiperpendicular,not-in-wn,False,,semiperpendicularer semiperpendicularest,2,
semiperpetual,not-in-wn,False,,semiperpetualer semiperpetualest,2,
semipersonal,not-in-wn,False,,semipersonaler semipersonalest,2,
semiperspicuous,not-in-wn,False,,semiperspicuouser semiperspicuousest,2,
semipervious,not-in-wn,False,,semiperviouser semiperviousest,2,
semipious,not-in-wn,False,,semipiouser semipiousest,2,twl_scrabble_dictionary
semipiscine,not-in-wn,False,,semipisciner semipiscinest,2,
semiplausible,not-in-wn,False,,semiplausibler,1,
semiradical,not-in-wn,False,,semiradicaler semiradicalest,2,
semirange,not-in-wn,False,,semiranger,1,
semirational,not-in-wn,False,,semirationaler semirationalest,2,
semiready,not-in-wn,False,,semireadier semireadiest,2,
semireligious,not-in-wn,False,,semireligiouser semireligiousest,2,twl_scrabble_dictionary
semirigid,wn-adj,True,s,semirigider semirigidest,2,twl_scrabble_dictionary
semiroyal,not-in-wn,False,,semiroyaler semiroyalest,2,
semirural,not-in-wn,False,,semiruraler semiruralest,2,twl_scrabble_dictionary
semiserious,not-in-wn,False,,semiseriouser semiseriousest,2,
semisolid,wn-adj,True,s,semisolider semisolidest,2,twl_scrabble_dictionary
semispinal,not-in-wn,False,,semispinaler semispinalest,2,
semisubmersible,not-in-wn,False,,semisubmersibler semisubmersiblest,2,twl_scrabble_dictionary
semisubterranean,not-in-wn,False,,semisubterraneaner semisubterraneanest,2,
semisubtropical,not-in-wn,False,,semisubtropicaler semisubtropicalest,2,
semisubversive,not-in-wn,False,,semisubversiver semisubversivest,2,
semisunny,not-in-wn,False,,semisunnier semisunniest,2,
semisymbiotic,not-in-wn,False,,semisymbioticer semisymbioticest,2,
semisymmetric,not-in-wn,False,,semisymmetricer semisymmetricest,2,
semisymmetrical,not-in-wn,False,,semisymmetricaler semisymmetricalest,2,
semisynchronous,not-in-wn,False,,semisynchronouser semisynchronousest,2,
semisynonymous,not-in-wn,False,,semisynonymouser semisynonymousest,2,
semisynthetic,wn-adj,True,s,semisyntheticer semisyntheticest,2,twl_scrabble_dictionary
semisystematic,not-in-wn,False,,semisystematicer semisystematicest,2,
semitabular,not-in-wn,False,,semitabularer semitabularest,2,
semitactical,not-in-wn,False,,semitacticaler semitacticalest,2,
semiurban,not-in-wn,False,,semiurbaner semiurbanest,2,twl_scrabble_dictionary
semiwakeful,not-in-wn,False,,semiwakefuler semiwakefulest,2,
semiwoody,not-in-wn,False,,semiwoodier semiwoodiest,2,
sempiternal,wn-adj,True,s,sempiternaler sempiternalest,2,twl_scrabble_dictionary
senary,not-in-wn,False,,senarier senariest,2,twl_scrabble_dictionary
sendable,not-in-wn,False,,sendabler sendablest,2,twl_scrabble_dictionary
senseful,not-in-wn,False,,sensefuler sensefulest,2,twl_scrabble_dictionary
septal,wn-adj,True,a,septaler septalest,2,twl_scrabble_dictionary
septennary,not-in-wn,False,,septennarier septennariest,2,
serenest,wn-adj,True,s,serenester,1,twl_scrabble_dictionary
serialisable,not-in-wn,False,,serialisabler serialisablest,2,
serocystic,not-in-wn,False,,serocysticer serocysticest,2,
serodiagnostic,not-in-wn,False,,serodiagnosticer serodiagnosticest,2,twl_scrabble_dictionary
serofibrinous,not-in-wn,False,,serofibrinouser serofibrinousest,2,
serotinous,not-in-wn,False,,serotinouser serotinousest,2,twl_scrabble_dictionary
serotoninergic,not-in-wn,False,,serotoninergicer serotoninergicest,2,twl_scrabble_dictionary
serotype,not-in-wn,False,,serotyper,1,twl_scrabble_dictionary
serous,wn-adj,True,a,serouser serousest,2,twl_scrabble_dictionary
serpentinaceous,not-in-wn,False,,serpentinaceouser serpentinaceousest,2,
serpiginous,not-in-wn,False,,serpiginouser serpiginousest,2,twl_scrabble_dictionary
sesquiterpenoid,not-in-wn,False,,sesquiterpenoider sesquiterpenoidest,2,
sessionable,not-in-wn,False,,sessionabler sessionablest,2,
sessional,not-in-wn,False,,sessionaler sessionalest,2,twl_scrabble_dictionary
sestercentennial,not-in-wn,False,,sestercentennialer sestercentennialest,2,
settleable,not-in-wn,False,,settleablest,1,twl_scrabble_dictionary
severable,wn-adj,True,s,severabler severablest,2,twl_scrabble_dictionary
sewable,not-in-wn,False,,sewabler sewablest,2,twl_scrabble_dictionary
sewerlike,not-in-wn,False,,sewerliker sewerlikest,2,twl_scrabble_dictionary
sewist,not-in-wn,False,,sewister,1,
sextennial,not-in-wn,False,,sextennialer sextennialest,2,
sexual,wn-adj,True,as,sexualer sexualest,2,twl_scrabble_dictionary
shamable,not-in-wn,False,,shamabler shamablest,2,twl_scrabble_dictionary
shameable,not-in-wn,False,,shameabler shameablest,2,twl_scrabble_dictionary
shantey,not-in-wn,False,,shanteyer,1,twl_scrabble_dictionary
shanti,not-in-wn,False,,shantier shantiest,2,twl_scrabble_dictionary
shapable,not-in-wn,False,,shapabler shapablest,2,twl_scrabble_dictionary
shapeable,not-in-wn,False,,shapeabler shapeablest,2,twl_scrabble_dictionary
shapeless,wn-adj,True,s,shapelesser shapelessest,2,twl_scrabble_dictionary
sharable,not-in-wn,False,,sharabler sharablest,2,twl_scrabble_dictionary
shareable,not-in-wn,False,,shareabler shareablest,2,twl_scrabble_dictionary
sharpenable,not-in-wn,False,,sharpenabler sharpenablest,2,
shatterable,not-in-wn,False,,shatterabler shatterablest,2,
shavable,not-in-wn,False,,shavabler shavablest,2,twl_scrabble_dictionary
shearable,not-in-wn,False,,shearabler shearablest,2,
sheddable,not-in-wn,False,,sheddabler sheddablest,2,twl_scrabble_dictionary
sheenful,not-in-wn,False,,sheenfuller sheenfullest,2,twl_scrabble_dictionary
shelflike,wn-adj,True,a,shelfliker shelflikest,2,twl_scrabble_dictionary
shellproof,wn-adj,True,s,shellproofer shellproofest,2,twl_scrabble_dictionary
shelterless,not-in-wn,False,,shelterlesser shelterlessest,2,twl_scrabble_dictionary
shiftable,not-in-wn,False,,shiftabler shiftablest,2,twl_scrabble_dictionary
shinny,wn-other,True,nv,shinnier shinniest,2,twl_scrabble_dictionary
shirtful,not-in-wn,False,,shirtfuller shirtfullest,2,
shitlike,not-in-wn,False,,shitliker,1,
shmear,wn-other,True,n,shmearer,1,twl_scrabble_dictionary
shoeful,wn-other,True,n,shoefulest,1,
shoehorn,wn-other,True,nv,shoehorner,1,twl_scrabble_dictionary
shoepack,not-in-wn,False,,shoepacker,1,twl_scrabble_dictionary
shogunal,not-in-wn,False,,shogunaler shogunalest,2,twl_scrabble_dictionary
shopworn,wn-adj,True,s,shopworner shopwornest,2,twl_scrabble_dictionary
shortsighted,wn-adj,True,as,shortsighteder shortsightedest,2,twl_scrabble_dictionary
shove,wn-other,True,nv,shovest,1,twl_scrabble_dictionary
shreddable,not-in-wn,False,,shreddabler shreddablest,2,
shrimplike,not-in-wn,False,,shrimpliker shrimplikest,2,twl_scrabble_dictionary
